concept_id,node_type,preferred_name,source,category,synonyms
SCTID:26298008,Disease,Ketoacidotic coma due to diabetes mellitus,SNOMEDCT,Complication,Diabetic acidosis with coma | Diabetic coma with ketoacidosis | Ketoacidotic coma due to diabetes mellitus
SCTID:267604001,Disease,Myasthenic syndrome due to diabetes mellitus,SNOMEDCT,Complication,Myasthenic syndrome due to diabetes mellitus | Myasthenic syndrome due to diabetic amyotrophy
SCTID:2751001,Disease,Fibrocalculous pancreatic diabetes,SNOMEDCT,Complication,Fibrocalculous pancreatic diabetes
SCTID:276560009,Disease,Diabetes mellitus in neonate small for gestational age,SNOMEDCT,Complication,Diabetes mellitus in neonate small for gestational age
SCTID:280137006,Disease,Diabetic foot,SNOMEDCT,Complication,Diabetic foot
SCTID:28032008,Disease,Insulin dependent diabetes mellitus type IB,SNOMEDCT,Complication,Idiopathic type 1 diabetes mellitus | Insulin dependent diabetes mellitus type 1B | Insulin dependent diabetes mellitus type IB
SCTID:28331000119107,Disease,Retinal edema due to type 2 diabetes mellitus,SNOMEDCT,Complication,Retinal edema due to type 2 diabetes mellitus | Retinal edema with type 2 diabetes mellitus | Retinal oedema due to type 2 diabetes mellitus | Retinal oedema with type 2 diabetes mellitus
SCTID:290002008,Disease,Brittle type 1 diabetes mellitus,SNOMEDCT,Complication,Brittle type 1 diabetes mellitus | Brittle type I diabetes mellitus | Labile type I diabetes mellitus | Unstable type 1 diabetes mellitus | Unstable type I diabetes mellitus
SCTID:309426007,Disease,Glomerulopathy due to diabetes mellitus,SNOMEDCT,Complication,Diabetic glomerulopathy | Glomerulopathy due to diabetes mellitus
SCTID:310387003,Disease,Intracapillary glomerulosclerosis of kidney due to diabetes mellitus,SNOMEDCT,Complication,Diabetic intracapillary glomerulosclerosis | Intracapillary glomerulosclerosis due to diabetes mellitus | Intracapillary glomerulosclerosis of kidney due to diabetes mellitus
SCTID:310505005,Disease,Hyperosmolar non-ketotic state due to diabetes mellitus,SNOMEDCT,Complication,Diabetic hyperosmolar non-ketotic state | HHS - Hyperosmolar hyperglycaemic syndrome | HHS - Hyperosmolar hyperglycemic syndrome | HONKS - Diabetic hyperosmolar non-ketotic state | Hyperosmolar non-ketotic state due to diabetes mellitus
SCTID:311366001,Disease,Kimmelstiel-Wilson syndrome,SNOMEDCT,disorder,Kimmelstiel-Wilson syndrome
SCTID:311782002,Disease,Advanced retinal disease due to diabetes mellitus,SNOMEDCT,Complication,Advanced diabetic retinal disease | Advanced retinal disease due to diabetes mellitus | Advanced retinal disease with diabetes mellitus
SCTID:31211000119101,Disease,Peripheral angiopathy due to type 1 diabetes mellitus,SNOMEDCT,Complication,Peripheral angiopathy due to type 1 diabetes mellitus | Peripheral vascular disease due to type I diabetes
SCTID:312903003,Disease,Mild nonproliferative retinopathy due to diabetes mellitus,SNOMEDCT,Complication,Mild non proliferative retinopathy | Mild non-proliferative diabetic retinopathy | Mild nonproliferative diabetic retinopathy | Mild nonproliferative retinopathy | Mild nonproliferative retinopathy due to diabetes mellitus
SCTID:312904009,Disease,Moderate nonproliferative retinopathy due to diabetes mellitus,SNOMEDCT,Complication,Moderate non-proliferative diabetic retinopathy | Moderate nonproliferative diabetic retinopathy | Moderate nonproliferative retinopathy | Moderate nonproliferative retinopathy due to diabetes mellitus
SCTID:312905005,Disease,Severe nonproliferative retinopathy due to diabetes mellitus,SNOMEDCT,Complication,Severe NPDR (nonproliferative diabetic retinopathy) | Severe nonproliferative diabetic retinopathy | Severe nonproliferative retinopathy | Severe nonproliferative retinopathy due to diabetes mellitus
SCTID:312906006,Disease,Non-high-risk proliferative retinopathy due to diabetes mellitus,SNOMEDCT,Complication,Early PDR (proliferative diabetic retinopathy) | Early proliferative diabetic retinopathy | Non-high risk PDR (proliferative diabetic retinopathy) | Non-high-risk proliferative retinopathy due to diabetes mellitus | Proliferative diabetic retinopathy - non high risk
SCTID:312907002,Disease,High risk proliferative retinopathy due to diabetes mellitus,SNOMEDCT,Complication,High risk PDR (proliferative diabetic retinopathy) | High risk proliferative diabetic retinopathy | High risk proliferative retinopathy | High risk proliferative retinopathy due to diabetes mellitus | Proliferative diabetic retinopathy - high risk
SCTID:312908007,Disease,Quiescent proliferative retinopathy due to diabetes mellitus,SNOMEDCT,Complication,Inactive PDR (proliferative diabetic retinopathy) | Inactive proliferative diabetic retinopathy | Proliferative diabetic retinopathy - quiescent | Quiescent proliferative retinopathy due to diabetes mellitus
SCTID:312909004,Disease,Proliferative retinopathy with iris neovascularization due to diabetes mellitus,SNOMEDCT,Complication,PDR iris neovascularisation | PDR iris neovascularization | Proliferative diabetic retinopathy - iris neovascularisation | Proliferative diabetic retinopathy - iris neovascularization | Proliferative retinopathy with iris neovascularisation due to diabetes mellitus | Proliferative retinopathy with iris neovascularization due to diabetes mellitus
SCTID:312910009,Disease,Vitreous hemorrhage due to diabetes mellitus,SNOMEDCT,Complication,Diabetic vitreous haemorrhage | Diabetic vitreous hemorrhage | Vitreous haemorrhage due to diabetes mellitus | Vitreous haemorrhage with diabetes mellitus | Vitreous hemorrhage due to diabetes mellitus | Vitreous hemorrhage with diabetes mellitus
SCTID:312912001,Disease,Macular edema due to diabetes mellitus,SNOMEDCT,Complication,Diabetic macular edema | Diabetic macular oedema | Macular edema due to diabetes mellitus | Macular oedema due to diabetes mellitus
SCTID:31321000119102,Disease,Diabetes mellitus type 1 without retinopathy,SNOMEDCT,Complication,Diabetes mellitus type 1 without retinopathy
SCTID:314010006,Disease,Diffuse exudative maculopathy due to diabetes mellitus,SNOMEDCT,Complication,Diffuse diabetic maculopathy | Diffuse exudative diabetic maculopathy | Diffuse exudative maculopathy due to diabetes mellitus | Diffuse exudative maculopathy with diabetes mellitus
SCTID:314011005,Disease,Focal exudative maculopathy due to diabetes mellitus,SNOMEDCT,Complication,Focal diabetic maculopathy | Focal exudative diabetic maculopathy | Focal exudative maculopathy due to diabetes mellitus
SCTID:314014002,Disease,Ischemic maculopathy due to diabetes mellitus,SNOMEDCT,Complication,Ischaemic diabetic maculopathy | Ischaemic maculopathy due to diabetes mellitus | Ischaemic maculopathy with diabetes mellitus | Ischemic diabetic maculopathy | Ischemic maculopathy due to diabetes mellitus | Ischemic maculopathy with diabetes mellitus
SCTID:314015001,Disease,Mixed maculopathy due to diabetes mellitus,SNOMEDCT,Complication,Mixed diabetic maculopathy | Mixed maculopathy due to diabetes mellitus | Mixed maculopathy with diabetes mellitus
SCTID:314537004,Disease,Optic papillopathy due to diabetes mellitus,SNOMEDCT,Complication,Diabetic disc edema | Diabetic disc oedema | Diabetic optic papillopathy | Diabetic papillopathy | Optic papillopathy due to diabetes mellitus | Papillopathy
SCTID:314893005,Disease,Arthropathy due to type 1 diabetes mellitus,SNOMEDCT,Complication,Arthropathy due to type 1 diabetes mellitus | Insulin dependent diabetes mellitus with arthropathy | Type 1 diabetes mellitus with arthropathy | Type I diabetes mellitus with arthropathy
SCTID:314902007,Disease,Peripheral angiopathy due to type 2 diabetes mellitus,SNOMEDCT,Complication,Peripheral angiopathy due to type 2 diabetes mellitus | Type 2 diabetes mellitus with peripheral angiopathy | Type II diabetes mellitus with peripheral angiopathy
SCTID:314903002,Disease,Arthropathy due to type 2 diabetes mellitus,SNOMEDCT,Complication,Arthropathy due to type 2 diabetes mellitus | Type 2 diabetes mellitus with arthropathy | Type II diabetes mellitus with arthropathy
SCTID:33559001,Disease,Pineal hyperplasia AND diabetes mellitus syndrome,SNOMEDCT,Complication,"Mendenhall syndrome | Pineal hyperplasia AND diabetes mellitus syndrome | Pineal hyperplasia, insulin-resistant diabetes mellitus and somatic abnormalities | Rabson-Mendenhall syndrome"
SCTID:35777006,Disease,Mononeuropathy multiplex due to diabetes mellitus,SNOMEDCT,Complication,Diabetic mononeuropathy multiplex | Mononeuropathy multiplex due to diabetes mellitus
SCTID:359611005,Disease,Neuropathy with neurologic complication due to diabetes mellitus,SNOMEDCT,Complication,Diabetic neuropathy with neurologic complication | Neuropathy with neurologic complication due to diabetes mellitus
SCTID:359642000,Disease,Diabetes mellitus type 2 in nonobese,SNOMEDCT,Complication,Diabetes mellitus type 2 in nonobese | Type 2 diabetes mellitus in nonobese
SCTID:361216007,Disease,Femoral mononeuropathy due to diabetes mellitus,SNOMEDCT,Complication,Diabetic femoral mononeuropathy | Femoral mononeuropathy due to diabetes mellitus | Femoral mononeuropathy with diabetes mellitus
SCTID:367211000119103,Disease,Inflammatory dermatosis due to type 1 diabetes mellitus,SNOMEDCT,Complication,Dermatitis due to type 1 diabetes mellitus | Inflammatory dermatosis due to type 1 diabetes mellitus
SCTID:367241000119104,Disease,Hyperosmolar coma due to drug induced diabetes mellitus,SNOMEDCT,Complication,Diabetic coma due to drug induced diabetic hyperosmolarity | Diabetic hyperosmolar coma due to drug induced diabetes mellitus | Hyperosmolar coma due to drug induced diabetes mellitus
SCTID:367261000119100,Disease,Hyperosmolarity due to drug induced diabetes mellitus,SNOMEDCT,Complication,Hyperosmolarity due to drug induced diabetes mellitus
SCTID:367991000119101,Disease,Hyperglycemia due to type 1 diabetes mellitus,SNOMEDCT,Complication,Hyperglycaemia due to type 1 diabetes mellitus | Hyperglycemia due to type 1 diabetes mellitus
SCTID:368051000119109,Disease,Hyperglycemia due to type 2 diabetes mellitus,SNOMEDCT,Complication,Hyperglycaemia due to type 2 diabetes mellitus | Hyperglycemia due to type 2 diabetes mellitus
SCTID:368141000119106,Disease,Autonomic neuropathy due to drug induced diabetes mellitus,SNOMEDCT,Complication,Autonomic neuropathy due to drug induced diabetes mellitus | Diabetic autonomic neuropathy due to drug induced diabetes mellitus
SCTID:368151000119108,Disease,Cataract due to drug induced diabetes mellitus,SNOMEDCT,Complication,Cataract due to drug induced diabetes mellitus | Diabetic cataract due to drug induced diabetes mellitus
SCTID:368171000119104,Disease,Dermatitis due to drug induced diabetes mellitus,SNOMEDCT,Complication,Dermatitis due to drug induced diabetes mellitus
SCTID:368181000119101,Disease,Ulcer of foot due to drug induced diabetes mellitus,SNOMEDCT,Complication,Diabetic foot ulcer due to drug induced diabetes mellitus | Foot ulcer due to drug induced diabetes mellitus | Ulcer of foot due to drug induced diabetes mellitus
SCTID:368201000119100,Disease,Disorder of kidney due to drug induced diabetes mellitus,SNOMEDCT,Complication,Diabetic nephropathy due to drug induced diabetes mellitus | Diabetic renal disease due to drug induced diabetes mellitus | Disorder of kidney due to drug induced diabetes mellitus | Nephropathy due to drug induced diabetes mellitus
SCTID:368251000119101,Disease,Polyneuropathy due to drug induced diabetes mellitus,SNOMEDCT,Complication,Polyneuropathy due to drug induced diabetes mellitus
