concept_id,node_type,preferred_name,source,category,synonyms
SCTID:78494001,Disease,Amelogenesis imperfecta,SNOMEDCT,disorder,AI - Amelogenesis imperfecta | Amelogenesis imperfecta | Congenital enamel hypoplasia
SCTID:78696007,AnatomicalSite,Endocrine pancreatic structure,SNOMEDCT,body structure,Endocrine pancreas | Endocrine pancreatic structure | Islets of Langerhans | Pancreatic islets
SCTID:786985009,LabTest,Hand joint range of movement,SNOMEDCT,observable entity,Hand joint range of movement
SCTID:788953003,Disease,Hereditary hearing loss,SNOMEDCT,disorder,Hereditary hearing loss
SCTID:789018001,Disease,Radiculopathy due to metabolic disorder,SNOMEDCT,disorder,Radiculopathy due to metabolic disorder
SCTID:789563006,Morphology,Arterial ulcer,SNOMEDCT,morphologic abnormality,Arterial ulcer
SCTID:789588003,Disease,Peripheral sensory neuropathy,SNOMEDCT,disorder,Peripheral sensory neuropathy
SCTID:792925006,Disease,Armanni-Ebstein kidney,SNOMEDCT,disorder,Armanni-Ebstein kidney
SCTID:79654002,Morphology,Edema,SNOMEDCT,morphologic abnormality,Edema | Edema - lesion | Edematous | Oedema | Oedema - lesion | Oedematous
SCTID:79677002,AnatomicalSite,Cervical spinal nerve root structure,SNOMEDCT,body structure,Cervical spinal cord nerve root | Cervical spinal nerve root structure
SCTID:79705001,Disease,Injury of lumbosacral plexus,SNOMEDCT,disorder,Injury of lumbosacral plexus | Lumbosacral plexus injury
SCTID:79868006,AnatomicalSite,Glomerular capillaries structure,SNOMEDCT,body structure,Glomerular capillaries | Glomerular capillaries structure
SCTID:80394007,Disease,Hyperglycemia,SNOMEDCT,disorder,Hyperglycaemia | Hyperglycemia
SCTID:80891009,AnatomicalSite,Heart structure,SNOMEDCT,body structure,Cardiac structure | Heart | Heart structure
SCTID:81016008,AnatomicalSite,Optic disc structure,SNOMEDCT,body structure,Intra-ocular part of optic nerve | Intraocular part of optic nerve | OD - Optic disc | Optic disc | Optic disc structure | Optic nerve colliculus | Optic nerve head | Optic papilla | Retinal blind spot | Structure of intra-ocular part of optic nerve | Structure of intraocular part of optic nerve
SCTID:81065003,Procedure,pH measurement,SNOMEDCT,procedure,pH - observation | pH measurement
SCTID:81308009,Disease,Disorder of brain,SNOMEDCT,disorder,Disorder of brain | Encephalopathy
SCTID:81450008,Morphology,Intercapillary glomerulosclerosis,SNOMEDCT,morphologic abnormality,Intercapillary glomerulosclerosis
SCTID:816117000,Finding,Amputated lower limb,SNOMEDCT,finding,Amputated lower extremity | Amputated lower limb
SCTID:816119002,Disease,Cataract of left eye,SNOMEDCT,disorder,Cataract of left eye
SCTID:816120008,Disease,Cataract of right eye,SNOMEDCT,disorder,Cataract of right eye
SCTID:81745001,AnatomicalSite,Structure of eye proper,SNOMEDCT,body structure,Eye | Eye structure | Eyeball | Eyeball structure | Structure of eye proper
SCTID:823996003,Disease,Blister of skin,SNOMEDCT,disorder,Blister of skin
SCTID:82423001,Finding,Chronic pain,SNOMEDCT,finding,Chronic pain
SCTID:82646005,Morphology,Glomerulosclerosis,SNOMEDCT,morphologic abnormality,Glomerulosclerosis
SCTID:82859000,AnatomicalSite,Macula lutea structure,SNOMEDCT,body structure,Macula lutea | Macula lutea structure
SCTID:830071006,Disease,Ulcer of left foot,SNOMEDCT,disorder,Ulcer of left foot
SCTID:830072004,Disease,Ulcer of right foot,SNOMEDCT,disorder,Ulcer of right foot
SCTID:833278008,Disease,Glaucoma suspect,SNOMEDCT,disorder,Glaucoma suspect
SCTID:83678007,AnatomicalSite,Structure of cerebrum,SNOMEDCT,body structure,Cerebrum | Forebrain | Prosencephalon | Structure of cerebrum
SCTID:840581000,AnatomicalSite,Structure of peripheral artery,SNOMEDCT,body structure,Peripheral artery | Structure of peripheral artery
SCTID:84387000,Finding,Asymptomatic,SNOMEDCT,finding,Asymptomatic
SCTID:84757009,Disease,Epilepsy,SNOMEDCT,disorder,Epilepsy
SCTID:84782009,AnatomicalSite,Peripheral nerve structure,SNOMEDCT,body structure,Peripheral nerve | Peripheral nerve structure
SCTID:85003000,AnatomicalSite,Structure of retinal vein,SNOMEDCT,body structure,Retinal vein | Structure of retinal vein
SCTID:85423005,Disease,Motor polyneuropathy,SNOMEDCT,disorder,Motor polyneuropathy
SCTID:85995004,Disease,Autosomal recessive hereditary disorder,SNOMEDCT,disorder,Autosomal recessive hereditary disorder | Hereditary disorder trait (autosomal) | Recessive hereditary disorder (autosomal)
SCTID:860614004,Disease,Injury of lumbar nerve root,SNOMEDCT,disorder,Injury of lumbar nerve root
SCTID:860921002,Disease,Erectile dysfunction due to endocrine disease,SNOMEDCT,disorder,Erectile dysfunction due to endocrine disease
SCTID:86765009,Disease,Mild intellectual disability,SNOMEDCT,disorder,"Mild intellectual development disorder | Mild intellectual disability | Mild mental retardation (I.Q. 50-70) | Mild mental retardation (Intelligence Quotient 50-70) | Mild mental retardation, IQ in range 50-70"
SCTID:87104008,Morphology,Microaneurysm,SNOMEDCT,morphologic abnormality,MA-microaneurysm | Microaneurysm
SCTID:87536007,Disease,Central nervous system complication,SNOMEDCT,disorder,Central nervous system complication
SCTID:87784001,AnatomicalSite,Structure of soft tissue,SNOMEDCT,body structure,Soft tissue | Structure of soft tissue
SCTID:87900003,Disease,Injury of sacral nerve roots,SNOMEDCT,disorder,Injury of sacral nerve roots | Sacral nerve root injury
SCTID:88092000,Disease,Muscle atrophy,SNOMEDCT,disorder,Amyotrophia | Amyotrophy | Muscle atrophy | Muscle thinning | Muscle wasting | Muscle wasting disorder | Muscular atrophy
SCTID:88258005,AnatomicalSite,Structure of lens of left eye,SNOMEDCT,body structure,Lens of left eye | Structure of lens of left eye
SCTID:890122001,Disease,Hypertrophic cardiomyopathy due to disorder,SNOMEDCT,disorder,Hypertrophic cardiomyopathy due to disorder
SCTID:89545001,AnatomicalSite,Face structure,SNOMEDCT,body structure,Face | Face structure
SCTID:896818001,Disease,Structural abnormality of coronary artery,SNOMEDCT,disorder,Abnormal coronary artery morphology | Abnormality of coronary artery morphology | Structural abnormality of coronary artery
SCTID:896832004,Disease,Structural abnormality of fundus of eye,SNOMEDCT,disorder,Abnormal fundus of eye morphology | Abnormality of fundus of eye morphology | Structural abnormality of fundus of eye
SCTID:897413005,Disease,Structural abnormality of blood vessel of retina,SNOMEDCT,disorder,Abnormal blood vessel of retina morphology | Abnormal retinal vascular morphology | Abnormality of blood vessel of retina morphology | Structural abnormality of blood vessel of retina
SCTID:897438000,Disease,Structural abnormality of pineal gland,SNOMEDCT,disorder,Abnormal pineal gland morphology | Abnormality of pineal gland morphology | Structural abnormality of pineal gland
SCTID:90241004,Disease,Papillary necrosis,SNOMEDCT,disorder,Necrotising papillitis | Necrotising renal papillitis | Necrotizing papillitis | Necrotizing renal papillitis | Papillary necrosis | Renal papillary necrosis
SCTID:90708001,Disease,Kidney disease,SNOMEDCT,disorder,Disease of kidney | Disorder of kidney | Kidney disease | Nephropathy | Renal disease | Renal disorder
SCTID:90734009,Qualifier,Chronic,SNOMEDCT,qualifier value,Chronic | Chronic course - prolonged duration
SCTID:91043001,Morphology,Vacuolation,SNOMEDCT,morphologic abnormality,Vacuolation | Vacuolisation | Vacuolization
SCTID:91159003,AnatomicalSite,Structure of auditory system,SNOMEDCT,body structure,Auditory structure | Auditory system | Structure of auditory system
SCTID:91273001,Disease,Lactic acidosis,SNOMEDCT,disorder,Lactic acidosis
SCTID:9418005,Disease,Necrobiosis lipoidica,SNOMEDCT,disorder,NLD - Necrobiosis lipoidica | Necrobiosis lipoidica
SCTID:95320005,Disease,Disorder of skin,SNOMEDCT,disorder,Dermatological disease | Dermatological disorder | Dermatopathy | Dermatosis | Disorder of skin | Skin disease | Skin disorder
SCTID:95324001,Disease,Skin lesion,SNOMEDCT,disorder,Skin lesion
SCTID:95344007,Disease,Ulcer of lower extremity,SNOMEDCT,disorder,Leg ulcer | Ulcer of lower extremity | Ulcer of lower limb
SCTID:95345008,Disease,Ulcer of foot,SNOMEDCT,disorder,Foot ulcer | Ulcer of foot
SCTID:95662005,Disease,Sensory neuropathy,SNOMEDCT,disorder,Sensory neuropathy
SCTID:95663000,Disease,Peripheral motor neuropathy,SNOMEDCT,disorder,Motor neuritis | Motor peripheral neuropathy | Peripheral motor neuropathy
SCTID:95695004,Disease,Degeneration of retina,SNOMEDCT,disorder,Degeneration of retina | Retinal degeneration
SCTID:95722004,Disease,Bilateral cataracts,SNOMEDCT,disorder,Bilateral cataracts | Cataracts
SCTID:95827002,Disease,Congenital hearing disorder,SNOMEDCT,disorder,Congenital hearing disorder
SCTID:988002,Morphology,Wet gangrene,SNOMEDCT,morphologic abnormality,Moist gangrene | Wet gangrene
RXCUI:400008,Drug,"insulin glulisine, human",RXNORM,"Insulins and analogues for injection, fast-acting","insulin glulisine, human | Apidra"
RXCUI:86009,Drug,insulin lispro,RXNORM,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",insulin lispro | Admelog | Humalog | Humalog Mix | Lispro PRC | Lyumjev
RXCUI:51428,Drug,"insulin aspart, human",RXNORM,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting","insulin aspart, human | Fiasp | Kirsty | Merilog | NovoLog | NovoLog Mix | Ryzodeg"
RXCUI:221109,Drug,"insulin, regular, pork",RXNORM,"Insulins and analogues for injection, long-acting","insulin, regular, pork | Hypurin Porcine Biphasic Isophane | Hypurin Porcine Neutral | Iletin II Regular Pork | Initard 50/50 (pork) | Pork Actrapid | Pork Mixtard 30"
RXCUI:274783,Drug,insulin glargine,RXNORM,"Insulins and analogues for injection, long-acting",insulin glargine | Basaglar | Lantus | Rezvoglar | Semglee | Soliqua | Toujeo
RXCUI:139825,Drug,insulin detemir,RXNORM,"Insulins and analogues for injection, long-acting",insulin detemir | Levemir
RXCUI:1670007,Drug,insulin degludec,RXNORM,"Insulins and analogues for injection, long-acting",insulin degludec | Ryzodeg | Tresiba | Xultophy
RXCUI:2740394,Drug,insulin icodec,RXNORM,"Insulins and analogues for injection, long-acting",insulin icodec | Awiqli
RXCUI:253182,Drug,"insulin, regular, human",RXNORM,Insulins and analogues for inhalation,"insulin, regular, human | Afrezza | Human Actrapid | Human Actrapid Penfill | Human Mixtard | Humulin | Humulin R | Humulin S | Myxredlin | Novolin | Novolin R"
RXCUI:8129,Drug,phenformin,RXNORM,biguanide blood glucose lower drugs,phenformin
RXCUI:6809,Drug,metformin,RXNORM,biguanide blood glucose lower drugs,metformin | Actoplus Met | Avandamet | Fortamet | Glucamet | Glucophage | Glucovance | Glumetza | Invokamet | Janumet | Jentadueto
RXCUI:4815,Drug,glyburide,RXNORM,Sulfonylureas,glyburide | Calabren | Daonil | Diabeta | Diabetamide | Euglucon | Glucovance | Glyburase | Glycron | Glynase | Libanil
RXCUI:2404,Drug,chlorpropamide,RXNORM,Sulfonylureas,chlorpropamide | Diabinese | Insulase
RXCUI:10635,Drug,tolbutamide,RXNORM,Sulfonylureas,tolbutamide | Orinase | Orinase Diagnostic | Tol-Tab
RXCUI:102846,Drug,glibornuride,RXNORM,Sulfonylureas,glibornuride
RXCUI:10633,Drug,tolazamide,RXNORM,Sulfonylureas,tolazamide | Tolinase
RXCUI:2068,Drug,carbutamide,RXNORM,Sulfonylureas,carbutamide
RXCUI:4821,Drug,glipizide,RXNORM,Sulfonylureas,glipizide | Glibenese | Glucotrol | Metaglip | Minidiab
RXCUI:25793,Drug,gliquidone,RXNORM,Sulfonylureas,gliquidone
RXCUI:4816,Drug,gliclazide,RXNORM,Sulfonylureas,gliclazide
RXCUI:25789,Drug,glimepiride,RXNORM,Sulfonylureas,glimepiride | Amaryl | Avandaryl | Duetact
RXCUI:173,Drug,acetohexamide,RXNORM,Sulfonylureas,acetohexamide | Dymelor
RXCUI:102848,Drug,glymidine,RXNORM,Sulfonamides (heterocyclic),glymidine | Gondafon
RXCUI:16681,Drug,acarbose,RXNORM,Alpha glucosidase inhibitors,acarbose | Precose
RXCUI:30009,Drug,miglitol,RXNORM,Alpha glucosidase inhibitors,miglitol | Glyset
RXCUI:72610,Drug,troglitazone,RXNORM,Thiazolidinediones,troglitazone | Rezulin | Romozin
RXCUI:84108,Drug,rosiglitazone,RXNORM,Thiazolidinediones,rosiglitazone | Avandamet | Avandaryl | Avandia
RXCUI:33738,Drug,pioglitazone,RXNORM,Thiazolidinediones,pioglitazone | Actoplus Met | Actos | Duetact | Oseni
RXCUI:593411,Drug,sitagliptin,RXNORM,Dipeptidyl peptidase 4 (DPP-4) inhibitors,sitagliptin | Brynovin | Janumet | Januvia | Juvisync | Steglujan | Zituvimet | Zituvio
RXCUI:596554,Drug,vildagliptin,RXNORM,Dipeptidyl peptidase 4 (DPP-4) inhibitors,vildagliptin
RXCUI:857974,Drug,saxagliptin,RXNORM,Dipeptidyl peptidase 4 (DPP-4) inhibitors,saxagliptin | Kombiglyze | Onglyza | Qtern | Qternmet
RXCUI:1368001,Drug,alogliptin,RXNORM,Dipeptidyl peptidase 4 (DPP-4) inhibitors,alogliptin | Kazano | Nesina | Oseni
RXCUI:1100699,Drug,linagliptin,RXNORM,Dipeptidyl peptidase 4 (DPP-4) inhibitors,linagliptin | Glyxambi | Jentadueto | Tradjenta | Trijardy
RXCUI:60548,Drug,exenatide,RXNORM,Glucagon-like peptide-1 (GLP-1) analogues,exenatide | Bydureon | Byetta
RXCUI:475968,Drug,liraglutide,RXNORM,Glucagon-like peptide-1 (GLP-1) analogues,liraglutide | Saxenda | Victoza | Xultophy
RXCUI:1440051,Drug,lixisenatide,RXNORM,Glucagon-like peptide-1 (GLP-1) analogues,lixisenatide | Adlyxin | Soliqua
RXCUI:1534763,Drug,albiglutide,RXNORM,Glucagon-like peptide-1 (GLP-1) analogues,albiglutide | Tanzeum
RXCUI:1551291,Drug,dulaglutide,RXNORM,Glucagon-like peptide-1 (GLP-1) analogues,dulaglutide | Trulicity
RXCUI:1991302,Drug,semaglutide,RXNORM,Glucagon-like peptide-1 (GLP-1) analogues,semaglutide | Ozempic | Rybelsus | Wegovy
RXCUI:1488564,Drug,dapagliflozin,RXNORM,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,dapagliflozin | Farxiga | Qtern | Qternmet | Xigduo
RXCUI:1373458,Drug,canagliflozin,RXNORM,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,canagliflozin | Invokamet | Invokana
RXCUI:1545653,Drug,empagliflozin,RXNORM,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,empagliflozin | Glyxambi | Jardiance | Synjardy | Trijardy
RXCUI:1992672,Drug,ertugliflozin,RXNORM,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,ertugliflozin | Segluromet | Steglatro | Steglujan
RXCUI:2638675,Drug,sotagliflozin,RXNORM,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,sotagliflozin | Inpefa
RXCUI:2627044,Drug,bexagliflozin,RXNORM,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,bexagliflozin | Bexacat | Brenzavvy
RXCUI:26344,Drug,guar gum,RXNORM,"Other blood glucose lowering drugs, excl. insulins",guar gum
RXCUI:73044,Drug,repaglinide,RXNORM,"Other blood glucose lowering drugs, excl. insulins",repaglinide | NovoNorm | PrandiMet | Prandin
RXCUI:274332,Drug,nateglinide,RXNORM,"Other blood glucose lowering drugs, excl. insulins",nateglinide | Starlix
RXCUI:139953,Drug,pramlintide,RXNORM,"Other blood glucose lowering drugs, excl. insulins",pramlintide | Symlin
RXCUI:18880,Drug,benfluorex,RXNORM,"Other blood glucose lowering drugs, excl. insulins",benfluorex
RXCUI:2601723,Drug,tirzepatide,RXNORM,"Other blood glucose lowering drugs, excl. insulins",tirzepatide | Mounjaro | Zepbound
RXCUI:38386,Drug,tolrestat,RXNORM,Aldose reductase inhibitors used in diabetes,tolrestat
RXCUI:2621880,Drug,teplizumab,RXNORM,Other drugs used in diabetes,teplizumab | Tzield
RXCUI:2642217,Drug,donislecel,RXNORM,Other drugs used in diabetes,donislecel | Lantidra
MESH:D004342,Disease,Drug Hypersensitivity,MEDRT,ci_target,Drug Hypersensitivity
MESH:D007003,Disease,Hypoglycemia,MEDRT,ci_target,Hypoglycemia
MESH:D000138,Disease,Acidosis,MEDRT,ci_target,Acidosis
MESH:D008107,Disease,Liver Diseases,MEDRT,ci_target,Liver Diseases
MESH:D016883,Disease,Diabetic Ketoacidosis,MEDRT,ci_target,Diabetic Ketoacidosis
MESH:D051437,Disease,Renal Insufficiency,MEDRT,ci_target,Renal Insufficiency
MESH:D003922,Disease,"Diabetes Mellitus, Type 1",MEDRT,ci_target,"Diabetes Mellitus, Type 1"
MESH:D007774,Disease,Lactation,MEDRT,ci_target,Lactation
MESH:D011247,Disease,Pregnancy,MEDRT,ci_target,Pregnancy
MESH:D006967,Disease,Hypersensitivity,MEDRT,ci_target,Hypersensitivity
MESH:D003093,Disease,"Colitis, Ulcerative",MEDRT,ci_target,"Colitis, Ulcerative"
MESH:D004065,Disease,Digestive System Abnormalities,MEDRT,ci_target,Digestive System Abnormalities
MESH:D007415,Disease,Intestinal Obstruction,MEDRT,ci_target,Intestinal Obstruction
MESH:D008103,Disease,Liver Cirrhosis,MEDRT,ci_target,Liver Cirrhosis
MESH:D008286,Disease,Malabsorption Syndromes,MEDRT,ci_target,Malabsorption Syndromes
